0.050087;2640358
0.100076;1766450
0.150070;1185445
0.200032;795219
0.250028;532858
0.300012;357749
0.350005;237556
0.400002;159312
0.450002;107905
0.500000;72215
0.550001;47690
0.600000;32105
0.650000;21145
0.700000;14586
0.750000;9554
