0.000000;4405500
0.100000;1978819
0.200000;890814
0.300000;399508
0.400000;178925
0.500000;80935
0.600000;36071
0.700000;16366
0.800000;7360
0.900000;3277
1.000000;1498
1.100000;640
1.200000;275
1.300000;114
1.400000;59
